sample,response,sample_type,population,count,total_count,percentage
sample09568,no,PBMC,cd4_t_cell,26629,105346,25.28
sample09568,no,PBMC,cd8_t_cell,25800,105346,24.49
sample09568,no,PBMC,monocyte,21434,105346,20.35
sample09568,no,PBMC,nk_cell,20760,105346,19.71
sample09569,no,PBMC,b_cell,8047,90128,8.93
sample09569,no,PBMC,cd4_t_cell,24473,90128,27.15
sample09569,no,PBMC,cd8_t_cell,22543,90128,25.01
sample09569,no,PBMC,monocyte,22702,90128,25.19
sample09569,no,PBMC,nk_cell,12363,90128,13.72
sample09573,yes,PBMC,b_cell,12073,98810,12.22
sample09573,yes,PBMC,cd4_t_cell,29658,98810,30.02
sample09573,yes,PBMC,cd8_t_cell,25615,98810,25.92
sample09573,yes,PBMC,monocyte,13930,98810,14.1
sample09573,yes,PBMC,nk_cell,17534,98810,17.75
sample09574,yes,PBMC,b_cell,12898,105477,12.23
sample09574,yes,PBMC,cd4_t_cell,28490,105477,27.01
sample09574,yes,PBMC,cd8_t_cell,26818,105477,25.43
sample09574,yes,PBMC,monocyte,19192,105477,18.2
sample09574,yes,PBMC,nk_cell,18079,105477,17.14
sample09575,yes,PBMC,b_cell,12720,107198,11.87
sample09575,yes,PBMC,cd4_t_cell,28709,107198,26.78
sample09575,yes,PBMC,cd8_t_cell,29930,107198,27.92
sample09575,yes,PBMC,monocyte,13673,107198,12.75
sample09575,yes,PBMC,nk_cell,22166,107198,20.68
sample09579,yes,PBMC,b_cell,5569,96921,5.75
sample09579,yes,PBMC,cd4_t_cell,28330,96921,29.23
sample09579,yes,PBMC,cd8_t_cell,21626,96921,22.31
sample09579,yes,PBMC,monocyte,21306,96921,21.98
sample09579,yes,PBMC,nk_cell,20090,96921,20.73
sample09580,yes,PBMC,b_cell,14538,106412,13.66
sample09580,yes,PBMC,cd4_t_cell,26828,106412,25.21
sample09580,yes,PBMC,cd8_t_cell,26265,106412,24.68
sample09580,yes,PBMC,monocyte,23063,106412,21.67
sample09580,yes,PBMC,nk_cell,15718,106412,14.77
sample09581,yes,PBMC,b_cell,7308,99145,7.37
sample09581,yes,PBMC,cd4_t_cell,39454,99145,39.79
sample09581,yes,PBMC,cd8_t_cell,23752,99145,23.96
sample09581,yes,PBMC,monocyte,18105,99145,18.26
sample09581,yes,PBMC,nk_cell,10526,99145,10.62
sample09582,yes,PBMC,b_cell,7932,103807,7.64
sample09582,yes,PBMC,cd4_t_cell,27824,103807,26.8
sample09582,yes,PBMC,cd8_t_cell,29150,103807,28.08
sample09582,yes,PBMC,monocyte,19898,103807,19.17
sample09582,yes,PBMC,nk_cell,19003,103807,18.31
sample09583,yes,PBMC,b_cell,13026,101131,12.88
sample09583,yes,PBMC,cd4_t_cell,30790,101131,30.45
sample09583,yes,PBMC,cd8_t_cell,19550,101131,19.33
sample09583,yes,PBMC,monocyte,27746,101131,27.44
sample09583,yes,PBMC,nk_cell,10019,101131,9.91
sample09584,yes,PBMC,b_cell,10228,101480,10.08
sample09584,yes,PBMC,cd4_t_cell,31720,101480,31.26
sample09584,yes,PBMC,cd8_t_cell,24177,101480,23.82
sample09584,yes,PBMC,monocyte,26461,101480,26.08
sample09584,yes,PBMC,nk_cell,8894,101480,8.76
sample09585,no,PBMC,b_cell,10203,101605,10.04
sample09585,no,PBMC,cd4_t_cell,38445,101605,37.84
sample09585,no,PBMC,cd8_t_cell,23815,101605,23.44
sample09585,no,PBMC,monocyte,15011,101605,14.77
sample09585,no,PBMC,nk_cell,14131,101605,13.91
sample09586,no,PBMC,b_cell,14481,104544,13.85
sample09586,no,PBMC,cd4_t_cell,41152,104544,39.36
sample09586,no,PBMC,cd8_t_cell,22609,104544,21.63
sample09586,no,PBMC,monocyte,16906,104544,16.17
sample09586,no,PBMC,nk_cell,9396,104544,8.99
sample09587,no,PBMC,b_cell,12127,100968,12.01
sample09587,no,PBMC,cd4_t_cell,36310,100968,35.96
sample09587,no,PBMC,cd8_t_cell,26999,100968,26.74
sample09587,no,PBMC,monocyte,16679,100968,16.52
sample09587,no,PBMC,nk_cell,8853,100968,8.77
sample09588,no,PBMC,b_cell,12895,94591,13.63
sample09588,no,PBMC,cd4_t_cell,23554,94591,24.9
sample09588,no,PBMC,cd8_t_cell,23541,94591,24.89
sample09588,no,PBMC,monocyte,23384,94591,24.72
sample09588,no,PBMC,nk_cell,11217,94591,11.86
sample09589,no,PBMC,b_cell,4295,91534,4.69
sample09589,no,PBMC,cd4_t_cell,25943,91534,28.34
sample09589,no,PBMC,cd8_t_cell,19521,91534,21.33
sample09589,no,PBMC,monocyte,27173,91534,29.69
sample09589,no,PBMC,nk_cell,14602,91534,15.95
sample09590,no,PBMC,b_cell,11178,98985,11.29
sample09590,no,PBMC,cd4_t_cell,31403,98985,31.73
sample09590,no,PBMC,cd8_t_cell,20128,98985,20.33
sample09590,no,PBMC,monocyte,21108,98985,21.32
sample09590,no,PBMC,nk_cell,15168,98985,15.32
sample09591,yes,PBMC,b_cell,12826,100056,12.82
sample09591,yes,PBMC,cd4_t_cell,26672,100056,26.66
sample09591,yes,PBMC,cd8_t_cell,28117,100056,28.1
sample09591,yes,PBMC,monocyte,20294,100056,20.28
sample09591,yes,PBMC,nk_cell,12147,100056,12.14
sample09592,yes,PBMC,b_cell,14552,105694,13.77
sample09592,yes,PBMC,cd4_t_cell,26165,105694,24.76
sample09592,yes,PBMC,cd8_t_cell,30334,105694,28.7
sample09592,yes,PBMC,monocyte,19908,105694,18.84
sample09592,yes,PBMC,nk_cell,14735,105694,13.94
sample09593,yes,PBMC,b_cell,7549,107572,7.02
sample09593,yes,PBMC,cd4_t_cell,31410,107572,29.2
sample09593,yes,PBMC,cd8_t_cell,19152,107572,17.8
sample09593,yes,PBMC,monocyte,32650,107572,30.35
sample09593,yes,PBMC,nk_cell,16811,107572,15.63
sample09597,yes,PBMC,b_cell,7748,92646,8.36
sample09597,yes,PBMC,cd4_t_cell,20798,92646,22.45
sample09597,yes,PBMC,cd8_t_cell,17565,92646,18.96
sample09597,yes,PBMC,monocyte,25242,92646,27.25
sample09597,yes,PBMC,nk_cell,21293,92646,22.98
sample09598,yes,PBMC,b_cell,12785,110552,11.56
sample09598,yes,PBMC,cd4_t_cell,32751,110552,29.62
sample09598,yes,PBMC,cd8_t_cell,27549,110552,24.92
sample09598,yes,PBMC,monocyte,21903,110552,19.81
sample09598,yes,PBMC,nk_cell,15564,110552,14.08
sample09599,yes,PBMC,b_cell,9963,104265,9.56
sample09599,yes,PBMC,cd4_t_cell,39495,104265,37.88
sample09599,yes,PBMC,cd8_t_cell,23463,104265,22.5
sample09599,yes,PBMC,monocyte,18678,104265,17.91
sample09599,yes,PBMC,nk_cell,12666,104265,12.15
sample09606,yes,PBMC,b_cell,20370,93652,21.75
sample09606,yes,PBMC,cd4_t_cell,23745,93652,25.35
sample09606,yes,PBMC,cd8_t_cell,14808,93652,15.81
sample09606,yes,PBMC,monocyte,16714,93652,17.85
sample09606,yes,PBMC,nk_cell,18015,93652,19.24
sample09607,yes,PBMC,b_cell,6672,96647,6.9
sample09607,yes,PBMC,cd4_t_cell,28683,96647,29.68
sample09607,yes,PBMC,cd8_t_cell,34806,96647,36.01
sample09607,yes,PBMC,monocyte,17707,96647,18.32
sample09607,yes,PBMC,nk_cell,8779,96647,9.08
sample09608,yes,PBMC,b_cell,10804,108213,9.98
sample09608,yes,PBMC,cd4_t_cell,34259,108213,31.66
sample09608,yes,PBMC,cd8_t_cell,32272,108213,29.82
sample09608,yes,PBMC,monocyte,21604,108213,19.96
sample09608,yes,PBMC,nk_cell,9274,108213,8.57
sample09612,yes,PBMC,b_cell,7892,111085,7.1
sample09612,yes,PBMC,cd4_t_cell,42027,111085,37.83
sample09612,yes,PBMC,cd8_t_cell,26285,111085,23.66
sample09612,yes,PBMC,monocyte,19633,111085,17.67
sample09612,yes,PBMC,nk_cell,15248,111085,13.73
sample09613,yes,PBMC,b_cell,8752,103557,8.45
sample09613,yes,PBMC,cd4_t_cell,44085,103557,42.57
sample09613,yes,PBMC,cd8_t_cell,24975,103557,24.12
sample09613,yes,PBMC,monocyte,17287,103557,16.69
sample09613,yes,PBMC,nk_cell,8458,103557,8.17
sample09614,yes,PBMC,b_cell,4922,92323,5.33
sample09614,yes,PBMC,cd4_t_cell,29097,92323,31.52
sample09614,yes,PBMC,cd8_t_cell,20100,92323,21.77
sample09614,yes,PBMC,monocyte,16302,92323,17.66
sample09614,yes,PBMC,nk_cell,21902,92323,23.72
sample09615,yes,PBMC,b_cell,7765,101628,7.64
sample09615,yes,PBMC,cd4_t_cell,27721,101628,27.28
sample09615,yes,PBMC,cd8_t_cell,32342,101628,31.82
sample09615,yes,PBMC,monocyte,17223,101628,16.95
sample09615,yes,PBMC,nk_cell,16577,101628,16.31
sample09616,yes,PBMC,b_cell,10659,99819,10.68
sample09616,yes,PBMC,cd4_t_cell,34945,99819,35.01
sample09616,yes,PBMC,cd8_t_cell,22197,99819,22.24
sample09616,yes,PBMC,monocyte,17960,99819,17.99
sample09616,yes,PBMC,nk_cell,14058,99819,14.08
sample09617,yes,PBMC,b_cell,14206,102767,13.82
sample09617,yes,PBMC,cd4_t_cell,27927,102767,27.18
sample09617,yes,PBMC,cd8_t_cell,28469,102767,27.7
sample09617,yes,PBMC,monocyte,18937,102767,18.43
sample09617,yes,PBMC,nk_cell,13228,102767,12.87
sample09627,no,PBMC,b_cell,6893,87984,7.83
sample09627,no,PBMC,cd4_t_cell,23370,87984,26.56
sample09627,no,PBMC,cd8_t_cell,18606,87984,21.15
sample09627,no,PBMC,monocyte,27781,87984,31.58
sample09627,no,PBMC,nk_cell,11334,87984,12.88
sample09628,no,PBMC,b_cell,11033,97655,11.3
sample09628,no,PBMC,cd4_t_cell,29414,97655,30.12
sample09628,no,PBMC,cd8_t_cell,20640,97655,21.14
sample09628,no,PBMC,monocyte,21931,97655,22.46
sample09628,no,PBMC,nk_cell,14637,97655,14.99
sample09629,no,PBMC,b_cell,10394,90723,11.46
sample09629,no,PBMC,cd4_t_cell,24586,90723,27.1
sample09629,no,PBMC,cd8_t_cell,22521,90723,24.82
sample09629,no,PBMC,monocyte,19712,90723,21.73
sample09629,no,PBMC,nk_cell,13510,90723,14.89
sample09657,no,PBMC,b_cell,8527,98768,8.63
sample09657,no,PBMC,cd4_t_cell,35917,98768,36.37
sample09657,no,PBMC,cd8_t_cell,16525,98768,16.73
sample09657,no,PBMC,monocyte,26497,98768,26.83
sample09657,no,PBMC,nk_cell,11302,98768,11.44
sample09658,no,PBMC,b_cell,7237,105886,6.83
sample09658,no,PBMC,cd4_t_cell,31769,105886,30.0
sample09658,no,PBMC,cd8_t_cell,31469,105886,29.72
sample09658,no,PBMC,monocyte,19714,105886,18.62
sample09658,no,PBMC,nk_cell,15697,105886,14.82
sample09659,no,PBMC,b_cell,10198,104502,9.76
sample09659,no,PBMC,cd4_t_cell,36171,104502,34.61
sample09659,no,PBMC,cd8_t_cell,24132,104502,23.09
sample09659,no,PBMC,monocyte,12278,104502,11.75
sample09659,no,PBMC,nk_cell,21723,104502,20.79
sample09666,yes,PBMC,b_cell,4577,97899,4.68
sample09666,yes,PBMC,cd4_t_cell,32174,97899,32.86
sample09666,yes,PBMC,cd8_t_cell,24288,97899,24.81
sample09666,yes,PBMC,monocyte,22003,97899,22.48
sample09666,yes,PBMC,nk_cell,14857,97899,15.18
sample09667,yes,PBMC,b_cell,6882,93043,7.4
sample09667,yes,PBMC,cd4_t_cell,31803,93043,34.18
sample09667,yes,PBMC,cd8_t_cell,22604,93043,24.29
sample09667,yes,PBMC,monocyte,15928,93043,17.12
sample09667,yes,PBMC,nk_cell,15826,93043,17.01
sample09668,yes,PBMC,b_cell,13952,100620,13.87
sample09668,yes,PBMC,cd4_t_cell,23494,100620,23.35
sample09668,yes,PBMC,cd8_t_cell,22882,100620,22.74
sample09668,yes,PBMC,monocyte,16787,100620,16.68
sample09668,yes,PBMC,nk_cell,23505,100620,23.36
sample09672,no,PBMC,b_cell,7963,92606,8.6
sample09672,no,PBMC,cd4_t_cell,32595,92606,35.2
sample09672,no,PBMC,cd8_t_cell,17036,92606,18.4
sample09672,no,PBMC,monocyte,18043,92606,19.48
sample09672,no,PBMC,nk_cell,16969,92606,18.32
sample09673,no,PBMC,b_cell,12454,104624,11.9
sample09673,no,PBMC,cd4_t_cell,31588,104624,30.19
sample09673,no,PBMC,cd8_t_cell,27492,104624,26.28
sample09673,no,PBMC,monocyte,21808,104624,20.84
sample09673,no,PBMC,nk_cell,11282,104624,10.78
sample09674,no,PBMC,b_cell,8516,102113,8.34
sample09674,no,PBMC,cd4_t_cell,28431,102113,27.84
sample09674,no,PBMC,cd8_t_cell,28193,102113,27.61
sample09674,no,PBMC,monocyte,18284,102113,17.91
sample09674,no,PBMC,nk_cell,18689,102113,18.3
sample09690,yes,PBMC,b_cell,8773,94874,9.25
sample09690,yes,PBMC,cd4_t_cell,28115,94874,29.63
sample09690,yes,PBMC,cd8_t_cell,33000,94874,34.78
sample09690,yes,PBMC,monocyte,13778,94874,14.52
sample09690,yes,PBMC,nk_cell,11208,94874,11.81
sample09691,yes,PBMC,b_cell,8406,99626,8.44
sample09691,yes,PBMC,cd4_t_cell,31569,99626,31.69
sample09691,yes,PBMC,cd8_t_cell,17870,99626,17.94
sample09691,yes,PBMC,monocyte,22061,99626,22.14
sample09691,yes,PBMC,nk_cell,19720,99626,19.79
sample09692,yes,PBMC,b_cell,7728,103828,7.44
sample09692,yes,PBMC,cd4_t_cell,29946,103828,28.84
sample09692,yes,PBMC,cd8_t_cell,26159,103828,25.19
sample09692,yes,PBMC,monocyte,25966,103828,25.01
sample09692,yes,PBMC,nk_cell,14029,103828,13.51
sample09699,yes,PBMC,b_cell,9919,98949,10.02
sample09699,yes,PBMC,cd4_t_cell,21555,98949,21.78
sample09699,yes,PBMC,cd8_t_cell,32082,98949,32.42
sample09699,yes,PBMC,monocyte,17603,98949,17.79
sample09699,yes,PBMC,nk_cell,17790,98949,17.98
sample09700,yes,PBMC,b_cell,12516,99627,12.56
sample09700,yes,PBMC,cd4_t_cell,30441,99627,30.55
sample09700,yes,PBMC,cd8_t_cell,26922,99627,27.02
sample09700,yes,PBMC,monocyte,17315,99627,17.38
sample09700,yes,PBMC,nk_cell,12433,99627,12.48
sample09701,yes,PBMC,b_cell,7009,93749,7.48
sample09701,yes,PBMC,cd4_t_cell,30886,93749,32.95
sample09701,yes,PBMC,cd8_t_cell,28594,93749,30.5
sample09701,yes,PBMC,monocyte,15933,93749,17.0
sample09701,yes,PBMC,nk_cell,11327,93749,12.08
sample09705,yes,PBMC,b_cell,10836,93684,11.57
sample09705,yes,PBMC,cd4_t_cell,29973,93684,31.99
sample09705,yes,PBMC,cd8_t_cell,23361,93684,24.94
sample09705,yes,PBMC,monocyte,13370,93684,14.27
sample09705,yes,PBMC,nk_cell,16144,93684,17.23
sample09706,yes,PBMC,b_cell,6621,99892,6.63
sample09706,yes,PBMC,cd4_t_cell,33988,99892,34.02
sample09706,yes,PBMC,cd8_t_cell,30282,99892,30.31
sample09706,yes,PBMC,monocyte,17582,99892,17.6
sample09706,yes,PBMC,nk_cell,11419,99892,11.43
sample09707,yes,PBMC,b_cell,7036,98782,7.12
sample09707,yes,PBMC,cd4_t_cell,28581,98782,28.93
sample09707,yes,PBMC,cd8_t_cell,24894,98782,25.2
sample09707,yes,PBMC,monocyte,24859,98782,25.17
sample09707,yes,PBMC,nk_cell,13412,98782,13.58
sample09720,yes,PBMC,b_cell,17339,111070,15.61
sample09720,yes,PBMC,cd4_t_cell,28878,111070,26.0
sample09720,yes,PBMC,cd8_t_cell,24725,111070,22.26
sample09720,yes,PBMC,monocyte,33348,111070,30.02
sample09720,yes,PBMC,nk_cell,6780,111070,6.1
sample09721,yes,PBMC,b_cell,8353,109722,7.61
sample09721,yes,PBMC,cd4_t_cell,39441,109722,35.95
sample09721,yes,PBMC,cd8_t_cell,27721,109722,25.26
sample09721,yes,PBMC,monocyte,21021,109722,19.16
sample09721,yes,PBMC,nk_cell,13186,109722,12.02
sample09722,yes,PBMC,b_cell,8812,104846,8.4
sample09722,yes,PBMC,cd4_t_cell,33947,104846,32.38
sample09722,yes,PBMC,cd8_t_cell,26138,104846,24.93
sample09722,yes,PBMC,monocyte,16677,104846,15.91
sample09722,yes,PBMC,nk_cell,19272,104846,18.38
sample09744,no,PBMC,b_cell,9453,93379,10.12
sample09744,no,PBMC,cd4_t_cell,17829,93379,19.09
sample09744,no,PBMC,cd8_t_cell,29073,93379,31.13
sample09744,no,PBMC,monocyte,22592,93379,24.19
sample09744,no,PBMC,nk_cell,14432,93379,15.46
sample09745,no,PBMC,b_cell,7742,91882,8.43
sample09745,no,PBMC,cd4_t_cell,31781,91882,34.59
sample09745,no,PBMC,cd8_t_cell,26062,91882,28.36
sample09745,no,PBMC,monocyte,14385,91882,15.66
sample09745,no,PBMC,nk_cell,11912,91882,12.96
sample09746,no,PBMC,b_cell,11866,91888,12.91
sample09746,no,PBMC,cd4_t_cell,26851,91888,29.22
sample09746,no,PBMC,cd8_t_cell,13634,91888,14.84
sample09746,no,PBMC,monocyte,17590,91888,19.14
sample09746,no,PBMC,nk_cell,21947,91888,23.88
sample09756,no,PBMC,b_cell,9778,89579,10.92
sample09756,no,PBMC,cd4_t_cell,31469,89579,35.13
sample09756,no,PBMC,cd8_t_cell,18526,89579,20.68
sample09756,no,PBMC,monocyte,14994,89579,16.74
sample09756,no,PBMC,nk_cell,14812,89579,16.54
sample09757,no,PBMC,b_cell,9626,93793,10.26
sample09757,no,PBMC,cd4_t_cell,30547,93793,32.57
sample09757,no,PBMC,cd8_t_cell,25200,93793,26.87
sample09757,no,PBMC,monocyte,13309,93793,14.19
sample09757,no,PBMC,nk_cell,15111,93793,16.11
sample09758,no,PBMC,b_cell,10564,93732,11.27
sample09758,no,PBMC,cd4_t_cell,26514,93732,28.29
sample09758,no,PBMC,cd8_t_cell,23458,93732,25.03
sample09758,no,PBMC,monocyte,18142,93732,19.36
sample09758,no,PBMC,nk_cell,15054,93732,16.06
sample09762,no,PBMC,b_cell,8345,107288,7.78
sample09762,no,PBMC,cd4_t_cell,27326,107288,25.47
sample09762,no,PBMC,cd8_t_cell,34306,107288,31.98
sample09762,no,PBMC,monocyte,19490,107288,18.17
sample09762,no,PBMC,nk_cell,17821,107288,16.61
sample09763,no,PBMC,b_cell,10736,110474,9.72
sample09763,no,PBMC,cd4_t_cell,43833,110474,39.68
sample09763,no,PBMC,cd8_t_cell,30766,110474,27.85
sample09763,no,PBMC,monocyte,13572,110474,12.29
sample09763,no,PBMC,nk_cell,11567,110474,10.47
sample09764,no,PBMC,b_cell,8798,104839,8.39
sample09764,no,PBMC,cd4_t_cell,32026,104839,30.55
sample09764,no,PBMC,cd8_t_cell,21433,104839,20.44
sample09764,no,PBMC,monocyte,23922,104839,22.82
sample09764,no,PBMC,nk_cell,18660,104839,17.8
sample09783,yes,PBMC,b_cell,10194,98229,10.38
sample09783,yes,PBMC,cd4_t_cell,26847,98229,27.33
sample09783,yes,PBMC,cd8_t_cell,20951,98229,21.33
sample09783,yes,PBMC,monocyte,25465,98229,25.92
sample09783,yes,PBMC,nk_cell,14772,98229,15.04
sample09784,yes,PBMC,b_cell,9012,102119,8.82
sample09784,yes,PBMC,cd4_t_cell,32397,102119,31.72
sample09784,yes,PBMC,cd8_t_cell,23399,102119,22.91
sample09784,yes,PBMC,monocyte,19831,102119,19.42
sample09784,yes,PBMC,nk_cell,17480,102119,17.12
sample09785,yes,PBMC,b_cell,9928,95332,10.41
sample09785,yes,PBMC,cd4_t_cell,29607,95332,31.06
sample09785,yes,PBMC,cd8_t_cell,20508,95332,21.51
sample09785,yes,PBMC,monocyte,18240,95332,19.13
sample09785,yes,PBMC,nk_cell,17049,95332,17.88
sample09798,yes,PBMC,b_cell,10587,98599,10.74
sample09798,yes,PBMC,cd4_t_cell,24334,98599,24.68
sample09798,yes,PBMC,cd8_t_cell,31452,98599,31.9
sample09798,yes,PBMC,monocyte,21667,98599,21.97
sample09798,yes,PBMC,nk_cell,10559,98599,10.71
sample09799,yes,PBMC,b_cell,6724,109966,6.11
sample09799,yes,PBMC,cd4_t_cell,41376,109966,37.63
sample09799,yes,PBMC,cd8_t_cell,25181,109966,22.9
sample09799,yes,PBMC,monocyte,21564,109966,19.61
sample09799,yes,PBMC,nk_cell,15121,109966,13.75
sample09800,yes,PBMC,b_cell,7020,92693,7.57
sample09800,yes,PBMC,cd4_t_cell,26546,92693,28.64
sample09800,yes,PBMC,cd8_t_cell,24234,92693,26.14
sample09800,yes,PBMC,monocyte,24434,92693,26.36
sample09800,yes,PBMC,nk_cell,10459,92693,11.28
sample09813,no,PBMC,b_cell,10118,101625,9.96
sample09813,no,PBMC,cd4_t_cell,20604,101625,20.27
sample09813,no,PBMC,cd8_t_cell,32318,101625,31.8
sample09813,no,PBMC,monocyte,17839,101625,17.55
sample09813,no,PBMC,nk_cell,20746,101625,20.41
sample09814,no,PBMC,b_cell,7701,90458,8.51
sample09814,no,PBMC,cd4_t_cell,29465,90458,32.57
sample09814,no,PBMC,cd8_t_cell,18640,90458,20.61
sample09814,no,PBMC,monocyte,21841,90458,24.14
sample09814,no,PBMC,nk_cell,12811,90458,14.16
sample09815,no,PBMC,b_cell,10432,97468,10.7
sample09815,no,PBMC,cd4_t_cell,33795,97468,34.67
sample09815,no,PBMC,cd8_t_cell,25063,97468,25.71
sample09815,no,PBMC,monocyte,16941,97468,17.38
sample09815,no,PBMC,nk_cell,11237,97468,11.53
sample09816,no,PBMC,b_cell,11474,101829,11.27
sample09816,no,PBMC,cd4_t_cell,28157,101829,27.65
sample09816,no,PBMC,cd8_t_cell,25865,101829,25.4
sample09816,no,PBMC,monocyte,20314,101829,19.95
sample09816,no,PBMC,nk_cell,16019,101829,15.73
sample09817,no,PBMC,b_cell,5018,102117,4.91
sample09817,no,PBMC,cd4_t_cell,35691,102117,34.95
sample09817,no,PBMC,cd8_t_cell,32117,102117,31.45
sample09817,no,PBMC,monocyte,16182,102117,15.85
sample09817,no,PBMC,nk_cell,13109,102117,12.84
sample09818,no,PBMC,b_cell,9235,98119,9.41
sample09818,no,PBMC,cd4_t_cell,34293,98119,34.95
sample09818,no,PBMC,cd8_t_cell,20185,98119,20.57
sample09818,no,PBMC,monocyte,14161,98119,14.43
sample09818,no,PBMC,nk_cell,20245,98119,20.63
sample09870,no,PBMC,b_cell,10752,103387,10.4
sample09870,no,PBMC,cd4_t_cell,35763,103387,34.59
sample09870,no,PBMC,cd8_t_cell,23892,103387,23.11
sample09870,no,PBMC,monocyte,17167,103387,16.6
sample09870,no,PBMC,nk_cell,15813,103387,15.29
sample09871,no,PBMC,b_cell,13258,92318,14.36
sample09871,no,PBMC,cd4_t_cell,34080,92318,36.92
sample09871,no,PBMC,cd8_t_cell,20225,92318,21.91
sample09871,no,PBMC,monocyte,14800,92318,16.03
sample09871,no,PBMC,nk_cell,9955,92318,10.78
sample09872,no,PBMC,b_cell,9475,109000,8.69
sample09872,no,PBMC,cd4_t_cell,38607,109000,35.42
sample09872,no,PBMC,cd8_t_cell,30980,109000,28.42
sample09872,no,PBMC,monocyte,14184,109000,13.01
sample09872,no,PBMC,nk_cell,15754,109000,14.45
sample09873,no,PBMC,b_cell,15375,104601,14.7
sample09873,no,PBMC,cd4_t_cell,32207,104601,30.79
sample09873,no,PBMC,cd8_t_cell,25120,104601,24.02
sample09873,no,PBMC,monocyte,14475,104601,13.84
sample09873,no,PBMC,nk_cell,17424,104601,16.66
sample09874,no,PBMC,b_cell,8838,99611,8.87
sample09874,no,PBMC,cd4_t_cell,26472,99611,26.58
sample09874,no,PBMC,cd8_t_cell,21629,99611,21.71
sample09874,no,PBMC,monocyte,18622,99611,18.69
sample09874,no,PBMC,nk_cell,24050,99611,24.14
sample09875,no,PBMC,b_cell,12439,102969,12.08
sample09875,no,PBMC,cd4_t_cell,32183,102969,31.26
sample09875,no,PBMC,cd8_t_cell,26571,102969,25.8
sample09875,no,PBMC,monocyte,16799,102969,16.31
sample09875,no,PBMC,nk_cell,14977,102969,14.55
sample09894,no,PBMC,b_cell,2877,101737,2.83
sample09894,no,PBMC,cd4_t_cell,33094,101737,32.53
sample09894,no,PBMC,cd8_t_cell,24222,101737,23.81
sample09894,no,PBMC,monocyte,24714,101737,24.29
sample09894,no,PBMC,nk_cell,16830,101737,16.54
sample09895,no,PBMC,b_cell,11676,93620,12.47
sample09895,no,PBMC,cd4_t_cell,30405,93620,32.48
sample09895,no,PBMC,cd8_t_cell,22434,93620,23.96
sample09895,no,PBMC,monocyte,21397,93620,22.86
sample09895,no,PBMC,nk_cell,7708,93620,8.23
sample09896,no,PBMC,b_cell,13079,91620,14.28
sample09896,no,PBMC,cd4_t_cell,21582,91620,23.56
sample09896,no,PBMC,cd8_t_cell,30906,91620,33.73
sample09896,no,PBMC,monocyte,16109,91620,17.58
sample09896,no,PBMC,nk_cell,9944,91620,10.85
sample09900,no,PBMC,b_cell,14055,102602,13.7
sample09900,no,PBMC,cd4_t_cell,24902,102602,24.27
sample09900,no,PBMC,cd8_t_cell,30304,102602,29.54
sample09900,no,PBMC,monocyte,18946,102602,18.47
sample09900,no,PBMC,nk_cell,14395,102602,14.03
sample09901,no,PBMC,b_cell,6390,103439,6.18
sample09901,no,PBMC,cd4_t_cell,30415,103439,29.4
sample09901,no,PBMC,cd8_t_cell,31626,103439,30.57
sample09901,no,PBMC,monocyte,19455,103439,18.81
sample09901,no,PBMC,nk_cell,15553,103439,15.04
sample09902,no,PBMC,b_cell,8082,94318,8.57
sample09902,no,PBMC,cd4_t_cell,28300,94318,30.0
sample09902,no,PBMC,cd8_t_cell,24300,94318,25.76
sample09902,no,PBMC,monocyte,23058,94318,24.45
sample09902,no,PBMC,nk_cell,10578,94318,11.22
sample09903,no,PBMC,b_cell,13790,97759,14.11
sample09903,no,PBMC,cd4_t_cell,28722,97759,29.38
sample09903,no,PBMC,cd8_t_cell,24441,97759,25.0
sample09903,no,PBMC,monocyte,17908,97759,18.32
sample09903,no,PBMC,nk_cell,12898,97759,13.19
sample09904,no,PBMC,b_cell,5339,99947,5.34
sample09904,no,PBMC,cd4_t_cell,31707,99947,31.72
sample09904,no,PBMC,cd8_t_cell,26650,99947,26.66
sample09904,no,PBMC,monocyte,18731,99947,18.74
sample09904,no,PBMC,nk_cell,17520,99947,17.53
sample09905,no,PBMC,b_cell,9752,94844,10.28
sample09905,no,PBMC,cd4_t_cell,24367,94844,25.69
sample09905,no,PBMC,cd8_t_cell,22628,94844,23.86
sample09905,no,PBMC,monocyte,20047,94844,21.14
sample09905,no,PBMC,nk_cell,18050,94844,19.03
sample09909,yes,PBMC,b_cell,17669,91730,19.26
sample09909,yes,PBMC,cd4_t_cell,29430,91730,32.08
sample09909,yes,PBMC,cd8_t_cell,14485,91730,15.79
sample09909,yes,PBMC,monocyte,20377,91730,22.21
sample09909,yes,PBMC,nk_cell,9769,91730,10.65
sample09910,yes,PBMC,b_cell,9416,99140,9.5
sample09910,yes,PBMC,cd4_t_cell,42845,99140,43.22
sample09910,yes,PBMC,cd8_t_cell,20442,99140,20.62
sample09910,yes,PBMC,monocyte,15641,99140,15.78
sample09910,yes,PBMC,nk_cell,10796,99140,10.89
sample09911,yes,PBMC,b_cell,19313,107537,17.96
sample09911,yes,PBMC,cd4_t_cell,28448,107537,26.45
sample09911,yes,PBMC,cd8_t_cell,24549,107537,22.83
sample09911,yes,PBMC,monocyte,24638,107537,22.91
sample09911,yes,PBMC,nk_cell,10589,107537,9.85
sample09912,no,PBMC,b_cell,12318,94706,13.01
sample09912,no,PBMC,cd4_t_cell,20121,94706,21.25
